sigma,prevalence,n,info,anchor,lam,rel_mean,rel_median,rel_p90,share_worse,max_weight_p90
0.75,0.7,100,MIS-G-2000,PPS-A,0.5,0.9842197564793169,0.9842329110283148,0.9853980754247648,0.0,68716.39796962669
0.75,0.7,100,MIS-G-2000,PPS-A,0.75,0.980194369874023,0.9801704236893918,0.9811268603542662,0.0,73093.91927813538
0.75,0.7,100,MIS-G-2000,PPS-A,1.0,0.978999063824683,0.9788799996482911,0.979476164425746,0.0,78067.1227703614
0.75,0.7,400,COR-10000,PPS-A,0.0,1.0,1.0,1.0,0.0,15341.523531702687
0.75,0.7,400,COR-10000,PPS-A,0.25,0.9892626814774775,0.989288571923163,0.9896302184759869,0.0,15190.17154775287
0.75,0.7,400,COR-10000,PPS-A,0.5,0.981547693961481,0.9815702835830175,0.982081071017997,0.0,15041.776818039647
0.75,0.7,400,COR-10000,PPS-A,0.75,0.9770347588964182,0.9770385910472702,0.9774488843657294,0.0,15597.18984178762
0.75,0.7,400,COR-10000,PPS-A,1.0,0.9759943578219409,0.9759398530856473,0.9762274897827693,0.0,18573.249006695634
0.75,0.7,400,COR-2000,PPS-A,0.0,1.0,1.0,1.0,0.0,15341.523531702687
0.75,0.7,400,COR-2000,PPS-A,0.25,0.9893143336668097,0.989368640884587,0.9901771860989784,0.0,15353.84167584686
0.75,0.7,400,COR-2000,PPS-A,0.5,0.9817150339747523,0.9817691232903754,0.9828946927471109,0.0,15366.179624241675
0.75,0.7,400,COR-2000,PPS-A,0.75,0.9774124661963665,0.977399163692863,0.9781992749807851,0.0,16244.350883115914
0.75,0.7,400,COR-2000,PPS-A,1.0,0.9767394811444378,0.9765079655801231,0.9777081548464639,0.0,19766.21299417709
0.75,0.7,400,COR-500,PPS-A,0.0,1.0,1.0,1.0,0.0,15341.523531702687
0.75,0.7,400,COR-500,PPS-A,0.25,0.9893610971791165,0.9894944030787745,0.991169559377133,0.0,15511.582565841472
0.75,0.7,400,COR-500,PPS-A,0.5,0.9822777580217206,0.9823178042290877,0.984717664199642,0.0,15685.457295881773
0.75,0.7,400,COR-500,PPS-A,0.75,0.9791902942757575,0.9786786000263484,0.9817788617480492,0.0,17699.114972402345
0.75,0.7,400,COR-500,PPS-A,1.0,0.9812529424655804,0.9789929778872422,0.9884184816145256,0.02,23215.404363879552
0.75,0.7,400,MIS-G-2000,PPS-A,0.0,1.0,1.0,1.0,0.0,15341.523531702687
0.75,0.7,400,MIS-G-2000,PPS-A,0.25,0.9912021572535287,0.9912289102173578,0.9920110797852567,0.0,16208.395321571938
0.75,0.7,400,MIS-G-2000,PPS-A,0.5,0.9849009894043799,0.9849238825676403,0.9860114970340621,0.0,17179.099492406673
0.75,0.7,400,MIS-G-2000,PPS-A,0.75,0.9812487953700016,0.9812011596493961,0.9821001562152224,0.0,18273.479819533844
0.75,0.7,400,MIS-G-2000,PPS-A,1.0,0.980460485952196,0.9803269757076021,0.9809502948473109,0.0,19516.78069259035
1.5,0.05,100,COR-10000,PPS-A,0.0,1.0,1.0,1.0,0.0,61366.09412681075
1.5,0.05,100,COR-10000,PPS-A,0.25,0.8025918988968072,0.8027176785767104,0.8087204512128275,0.0,59143.00449535592
1.5,0.05,100,COR-10000,PPS-A,0.5,0.7055990741238114,0.7056213466352037,0.7117640029201946,0.0,79074.43774835461
1.5,0.05,100,COR-10000,PPS-A,0.75,0.6544227667048942,0.6543776743158425,0.6586006425861927,0.0,140790.4916714251
1.5,0.05,100,COR-10000,PPS-A,1.0,0.6372321741395675,0.6368970498593385,0.6387739816750296,0.0,748503.774114568
1.5,0.05,100,COR-2000,PPS-A,0.0,1.0,1.0,1.0,0.0,61366.09412681075
1.5,0.05,100,COR-2000,PPS-A,0.25,0.8037406630713139,0.8036858175854127,0.8178613964896947,0.0,63039.12585712299
1.5,0.05,100,COR-2000,PPS-A,0.5,0.7083291890935124,0.7076717009406668,0.7239364097965325,0.0,80275.95743692454
1.5,0.05,100,COR-2000,PPS-A,0.75,0.6591500568859239,0.6581024670191495,0.6713059320459673,0.0,146652.83600862967
1.5,0.05,100,COR-2000,PPS-A,1.0,0.6460340864500992,0.642874156351971,0.6565400340436147,0.0,1041789.7515195708
1.5,0.05,100,COR-500,PPS-A,0.0,1.0,1.0,1.0,0.0,61366.09412681075
1.5,0.05,100,COR-500,PPS-A,0.25,0.8062649862395908,0.807192034819465,0.8308182887160591,0.0,69519.09381868226
1.5,0.05,100,COR-500,PPS-A,0.5,0.7189459438389371,0.7154922529341492,0.7489435098430341,0.0,82770.61067155909
1.5,0.05,100,COR-500,PPS-A,0.75,0.6826116001537486,0.6730276965675119,0.7203741858803445,0.0,157177.7251628651
1.5,0.05,100,COR-500,PPS-A,1.0,1.1113614455495122,0.6736175019809216,0.7711369944075827,0.025,3369956.029175796
1.5,0.05,100,MIS-G-2000,PPS-A,0.0,1.0,1.0,1.0,0.0,61366.09412681075
1.5,0.05,100,MIS-G-2000,PPS-A,0.25,0.8733608027485883,0.873604734287857,0.8832410234265098,0.0,74754.22502870113
1.5,0.05,100,MIS-G-2000,PPS-A,0.5,0.7988766294900177,0.7986013738125157,0.810535007840054,0.0,95614.20529344233
1.5,0.05,100,MIS-G-2000,PPS-A,0.75,0.7549798620241829,0.7540544193315873,0.7645274541549395,0.0,133505.2021953997
1.5,0.05,100,MIS-G-2000,PPS-A,1.0,0.7368675987590061,0.735740431754126,0.7423570540568801,0.0,538795.0953927794
1.5,0.05,400,COR-10000,PPS-A,0.0,1.0,1.0,1.0,0.0,15341.523531702687
1.5,0.05,400,COR-10000,PPS-A,0.25,0.7912606529348252,0.7913796959925854,0.797407847561933,0.0,14757.995596985118
1.5,0.05,400,COR-10000,PPS-A,0.5,0.6891857205593805,0.689244757399766,0.6953154339205929,0.0,19759.725929993925
1.5,0.05,400,COR-10000,PPS-A,0.75,0.6359435537822038,0.6358324651245321,0.6400361961119595,0.0,35155.41282756324
1.5,0.05,400,COR-10000,PPS-A,1.0,0.6189218352821207,0.6186046675219594,0.6205550340098938,0.0,185910.61723989688
1.5,0.05,400,COR-2000,PPS-A,0.0,1.0,1.0,1.0,0.0,15341.523531702687
1.5,0.05,400,COR-2000,PPS-A,0.25,0.7925001546299383,0.7924584795687638,0.8071098222240062,0.0,15733.614594878096
1.5,0.05,400,COR-2000,PPS-A,0.5,0.6920776798547871,0.6914495621748024,0.7081170631502413,0.0,20059.785958442342
1.5,0.05,400,COR-2000,PPS-A,0.75,0.6409294246027503,0.6397403243594133,0.6532694089625082,0.0,36617.17699563488
1.5,0.05,400,COR-2000,PPS-A,1.0,0.6282097090360225,0.6248797288397014,0.6390953261275796,0.0,258428.87646880353
1.5,0.05,400,COR-500,PPS-A,0.0,1.0,1.0,1.0,0.0,15341.523531702687
1.5,0.05,400,COR-500,PPS-A,0.25,0.7954116422677124,0.7959977396474118,0.8203778428293672,0.0,17360.767274299178
1.5,0.05,400,COR-500,PPS-A,0.5,0.70353178980457,0.6991904962739028,0.7343674884057991,0.0,20687.811635164053
1.5,0.05,400,COR-500,PPS-A,0.75,0.6659380869320805,0.6558183697778102,0.7040446713891473,0.0,39257.509004872765
1.5,0.05,400,COR-500,PPS-A,1.0,1.1287247679386203,0.6565255014416109,0.7625767646935309,0.025,838092.7559111086
1.5,0.05,400,MIS-G-2000,PPS-A,0.0,1.0,1.0,1.0,0.0,15341.523531702687
1.5,0.05,400,MIS-G-2000,PPS-A,0.25,0.8657523746962016,0.8659494988698846,0.8761598846925751,0.0,18681.15032997311
1.5,0.05,400,MIS-G-2000,PPS-A,0.5,0.7870112464808707,0.7866945397407924,0.7993309659040162,0.0,23879.334557788916
1.5,0.05,400,MIS-G-2000,PPS-A,0.75,0.7409751700649123,0.73992959393463,0.7507282445017854,0.0,33327.8108322261
1.5,0.05,400,MIS-G-2000,PPS-A,1.0,0.7225384842939753,0.7212990440336511,0.7278891018152011,0.0,133970.8840343391
1.5,0.25,100,COR-10000,PPS-A,0.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0,61366.09412681075
1.5,0.25,100,COR-10000,PPS-A,0.25,0.9160450668840248,0.9161402053775409,0.9176059425482845,0.0,57646.033743113454
1.5,0.25,100,COR-10000,PPS-A,0.5,0.856848426627715,0.8568969412340994,0.8590847832081352,0.0,76000.69277138707
1.5,0.25,100,COR-10000,PPS-A,0.75,0.8190917113517341,0.8191437612333853,0.8210071587596903,0.0,127065.63815977838
1.5,0.25,100,COR-10000,PPS-A,1.0,0.8048721330275367,0.8048001652632193,0.8052576486099955,0.0,444471.63905282016
1.5,0.25,100,COR-2000,PPS-A,0.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0,61366.09412681075
1.5,0.25,100,COR-2000,PPS-A,0.25,0.9160879907773227,0.9157539153280387,0.9202226844053902,0.0,58924.52597618513
1.5,0.25,100,COR-2000,PPS-A,0.5,0.8570918405193453,0.8568019330121324,0.8628938823701767,0.0,77152.65759940226
1.5,0.25,100,COR-2000,PPS-A,0.75,0.819770757360492,0.8191723784318554,0.8246481375459614,0.0,132008.65992964598
1.5,0.25,100,COR-2000,PPS-A,1.0,0.8066265723291017,0.8062802518024924,0.8084470926773802,0.0,525411.0790374242
1.5,0.25,100,COR-500,PPS-A,0.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0,61366.09412681075
1.5,0.25,100,COR-500,PPS-A,0.25,0.9163210129390081,0.9165599743894908,0.9239098393434471,0.0,61803.295907144144
1.5,0.25,100,COR-500,PPS-A,0.5,0.8585919642411176,0.8585915138503573,0.8686470787821541,0.0,78132.15437944938
1.5,0.25,100,COR-500,PPS-A,0.75,0.8238593207587883,0.8222736353031566,0.8340713589909647,0.0,136361.4075808437
1.5,0.25,100,COR-500,PPS-A,1.0,0.8211808509169924,0.8125986937094487,0.8262358530597333,0.01,711763.023644984
1.5,0.25,100,MIS-G-2000,PPS-A,0.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0,61366.09412681075
1.5,0.25,100,MIS-G-2000,PPS-A,0.25,0.9357101162417458,0.9359744960268461,0.9389407068040712,0.0,72494.21839776174
1.5,0.25,100,MIS-G-2000,PPS-A,0.5,0.8894360580809972,0.8898576756426162,0.8937397079155286,0.0,88552.29455781676
1.5,0.25,100,MIS-G-2000,PPS-A,0.75,0.859517824637475,0.8596868465781817,0.8629809518250925,0.0,116862.69841046973
1.5,0.25,100,MIS-G-2000,PPS-A,1.0,0.8476129989696433,0.8473298155756885,0.8487497941798257,0.0,337431.5246266381
1.5,0.25,400,COR-10000,PPS-A,0.0,1.0,1.0,1.0,0.0,15341.523531702687
1.5,0.25,400,COR-10000,PPS-A,0.25,0.915102360896587,0.9151894867870629,0.9166835461408274,0.0,14409.21275838924
1.5,0.25,400,COR-10000,PPS-A,0.5,0.8559506320431172,0.8559849614064949,0.8582065448144401,0.0,18999.248273401918
1.5,0.25,400,COR-10000,PPS-A,0.75,0.8190301629612449,0.8190528214423021,0.8208761292802158,0.0,31762.53172543407
1.5,0.25,400,COR-10000,PPS-A,1.0,0.8065817275419771,0.8064938611681665,0.8071631540237052,0.0,111060.67276295846
1.5,0.25,400,COR-2000,PPS-A,0.0,1.0,1.0,1.0,0.0,15341.523531702687
1.5,0.25,400,COR-2000,PPS-A,0.25,0.9151407085251829,0.9148349392227597,0.9193237670493674,0.0,14729.123486458995
1.5,0.25,400,COR-2000,PPS-A,0.5,0.8561906510390002,0.85582360171472,0.862024653802925,0.0,19287.179826134998
1.5,0.25,400,COR-2000,PPS-A,0.75,0.819717833637348,0.8191395325810181,0.8244554598474987,0.0,32997.84177481392
1.5,0.25,400,COR-2000,PPS-A,1.0,0.8083940397767775,0.8080799264531958,0.8104323564568893,0.0,131268.03975878507
1.5,0.25,400,COR-500,PPS-A,0.0,1.0,1.0,1.0,0.0,15341.523531702687
1.5,0.25,400,COR-500,PPS-A,0.25,0.9153880536042728,0.9156269502400318,0.9229587811858446,0.0,15448.138039207617
1.5,0.25,400,COR-500,PPS-A,0.5,0.8577619342123418,0.8576397644489073,0.8677319931269751,0.0,19532.522387807025
1.5,0.25,400,COR-500,PPS-A,0.75,0.8239963992872298,0.822713180762953,0.83383208660904,0.0,34085.59818376608
1.5,0.25,400,COR-500,PPS-A,1.0,0.8237586117781173,0.8148788493067465,0.8294799614873873,0.01,177824.70098714382
1.5,0.25,400,MIS-G-2000,PPS-A,0.0,1.0,1.0,1.0,0.0,15341.523531702687
1.5,0.25,400,MIS-G-2000,PPS-A,0.25,0.9352395451763365,0.935533552535335,0.9384736804907308,0.0,18122.74826616012
1.5,0.25,400,MIS-G-2000,PPS-A,0.5,0.8891681277872798,0.889537054079909,0.8933578262513786,0.0,22135.667474608188
1.5,0.25,400,MIS-G-2000,PPS-A,0.75,0.8600320500223465,0.8602274292646818,0.8633866682657467,0.0,29211.33372688965
1.5,0.25,400,MIS-G-2000,PPS-A,1.0,0.8496029535265768,0.8493421526995946,0.8506972063215277,0.0,84323.1335623775
1.5,0.7,100,COR-10000,PPS-A,0.0,1.0,1.0,1.0,0.0,61366.09412681075
1.5,0.7,100,COR-10000,PPS-A,0.25,0.968137524460014,0.9681162950329063,0.9690939506623588,0.0,60212.68358503586
1.5,0.7,100,COR-10000,PPS-A,0.5,0.943375963805469,0.9433435291963115,0.9447698721956523,0.0,66742.2464110646
1.5,0.7,100,COR-10000,PPS-A,0.75,0.9269144932403118,0.9268405855063941,0.9281152630298194,0.0,94270.19371762627
1.5,0.7,100,COR-10000,PPS-A,1.0,0.9210112364450169,0.9209404571853361,0.9213153894098732,0.0,183390.78075444238
1.5,0.7,100,COR-2000,PPS-A,0.0,1.0,1.0,1.0,0.0,61366.09412681075
1.5,0.7,100,COR-2000,PPS-A,0.25,0.9679926439894967,0.9680063306106552,0.9701440711912356,0.0,60667.74187297543
1.5,0.7,100,COR-2000,PPS-A,0.5,0.943299660749949,0.9432324448620752,0.946408532766769,0.0,67541.30757006466
1.5,0.7,100,COR-2000,PPS-A,0.75,0.9272427332641985,0.9271029103095428,0.9297661610905141,0.0,96693.86769200218
1.5,0.7,100,COR-2000,PPS-A,1.0,0.9224879821001432,0.9220010718252074,0.9240831848498087,0.0,196809.740770856
1.5,0.7,100,COR-500,PPS-A,0.0,1.0,1.0,1.0,0.0,61366.09412681075
1.5,0.7,100,COR-500,PPS-A,0.25,0.9682601190629895,0.9684698834373924,0.9724316400972807,0.0,61557.9584083408
1.5,0.7,100,COR-500,PPS-A,0.5,0.9442914835429959,0.9445592782928856,0.9502907864492213,0.0,70349.9466204772
1.5,0.7,100,COR-500,PPS-A,0.75,0.9299875064455807,0.9291163571405058,0.9354650230282967,0.0,105761.21648039132
1.5,0.7,100,COR-500,PPS-A,1.0,0.9411676166593245,0.925875699057634,0.9386753605544389,0.015,279172.69041985535
1.5,0.7,100,MIS-G-2000,PPS-A,0.0,1.0,1.0,1.0,0.0,61366.09412681075
1.5,0.7,100,MIS-G-2000,PPS-A,0.25,0.9738202389299379,0.9737956204332181,0.9755578287362282,0.0,67029.3225441734
1.5,0.7,100,MIS-G-2000,PPS-A,0.5,0.9536111429658973,0.9535866289909196,0.9561162290404112,0.0,73844.09530100504
1.5,0.7,100,MIS-G-2000,PPS-A,0.75,0.9402872962292109,0.9401893009033635,0.9424464922916386,0.0,87160.38725249493
1.5,0.7,100,MIS-G-2000,PPS-A,1.0,0.9354618089659482,0.9352878165271699,0.936118736244198,0.0,156474.45174531688
1.5,0.7,400,COR-10000,PPS-A,0.0,1.0,1.0,1.0,0.0,15341.523531702687
1.5,0.7,400,COR-10000,PPS-A,0.25,0.9688437112050545,0.9688169831613938,0.9697744024897597,0.0,15053.170896258966
1.5,0.7,400,COR-10000,PPS-A,0.5,0.9447908552263704,0.9447349220239022,0.946160831928847,0.0,16685.56160276615
1.5,0.7,400,COR-10000,PPS-A,0.75,0.9290886902863155,0.9290014223143548,0.9302000795591845,0.0,23567.548429406568
1.5,0.7,400,COR-10000,PPS-A,1.0,0.924087090874211,0.9239876506984604,0.9245024371974041,0.0,45847.695188610596
1.5,0.7,400,COR-2000,PPS-A,0.0,1.0,1.0,1.0,0.0,15341.523531702687
1.5,0.7,400,COR-2000,PPS-A,0.25,0.9687049219125846,0.9686888468189737,0.9707423763637124,0.0,15166.935468243857
1.5,0.7,400,COR-2000,PPS-A,0.5,0.9447262661347062,0.9446194292297074,0.9476742386999415,0.0,16885.326892516165
1.5,0.7,400,COR-2000,PPS-A,0.75,0.9294388254686033,0.9292742957210897,0.9317604433015145,0.0,24173.466923000546
1.5,0.7,400,COR-2000,PPS-A,1.0,0.925617310936903,0.9250453770555724,0.9275641472168031,0.0,49202.435192714
1.5,0.7,400,COR-500,PPS-A,0.0,1.0,1.0,1.0,0.0,15341.523531702687
1.5,0.7,400,COR-500,PPS-A,0.25,0.9689671096652875,0.9691719141553323,0.9730005179224761,0.0,15389.4896020852
1.5,0.7,400,COR-500,PPS-A,0.5,0.9457079723699838,0.9458006296517296,0.9514555628985484,0.0,17587.4866551193
1.5,0.7,400,COR-500,PPS-A,0.75,0.9321927024361328,0.931295944926559,0.9370525551022222,0.0,26440.30412009783
1.5,0.7,400,COR-500,PPS-A,1.0,0.9448941964574997,0.9288149806913595,0.943073977666313,0.015,69793.17260496384
1.5,0.7,400,MIS-G-2000,PPS-A,0.0,1.0,1.0,1.0,0.0,15341.523531702687
1.5,0.7,400,MIS-G-2000,PPS-A,0.25,0.974473836825456,0.9744619840138655,0.9761593549790244,0.0,16757.33063604335
1.5,0.7,400,MIS-G-2000,PPS-A,0.5,0.9549196594255097,0.9549430353705273,0.9573946193152332,0.0,18461.02382525126
1.5,0.7,400,MIS-G-2000,PPS-A,0.75,0.9422886016819801,0.9421388249483685,0.9442804025169571,0.0,21790.09681312373
1.5,0.7,400,MIS-G-2000,PPS-A,1.0,0.9382591147314133,0.9380363228041588,0.9389640885947649,0.0,39118.61293632922
