dgp,sigma,prevalence,n,estimand,estimator_family,info,baseline,oracle_gain_vs_srswor,oracle_gain_vs_bestconv,raest_rel_bestconv_mean,raest_rel_bestconv_p90,raest_share_worse,def_reliable,region
MAIN,1.5,0.7,100,dollars,DIFF,COR-2000,best conventional (EXP or DIFF),0.961455929814293,0.13582771936103966,0.8670036822194089,0.8694777302110213,0.0,,B
MAIN,1.5,0.7,100,dollars,DIFF,COR-500,best conventional (EXP or DIFF),0.961455929814293,0.13582771936103966,0.8870951398084792,0.9035684569332559,0.02,,B
MAIN,1.5,0.7,100,dollars,DIFF,KS-2000,best conventional (EXP or DIFF),0.961455929814293,0.13582771936103966,0.8669347237177406,0.8694214762154088,0.0,,B
MAIN,1.5,0.7,100,dollars,DIFF,MIS-G-10000,best conventional (EXP or DIFF),0.961455929814293,0.13582771936103966,0.8972290680428859,0.8975606722592124,0.0,,B
MAIN,1.5,0.7,100,dollars,DIFF,MIS-G-2000,best conventional (EXP or DIFF),0.961455929814293,0.13582771936103966,0.8977685686697234,0.8988172785332158,0.0,,B
MAIN,1.5,0.7,100,dollars,DIFF,MIS-I-2000,best conventional (EXP or DIFF),0.961455929814293,0.13582771936103966,0.8725388932766123,0.875221629765299,0.0,,B
MAIN,1.5,0.7,100,rate,HT,COR-10000,ST-PROP/EXP,0.11424039786505569,0.07245175580486773,0.9279161024314736,0.9281994512781694,0.0,,A-modest
MAIN,1.5,0.7,100,rate,HT,COR-2000,ST-PROP/EXP,0.11424039786505569,0.07245175580486773,0.9293818640622704,0.9309244976285104,0.0,,A-modest
MAIN,1.5,0.7,100,rate,HT,COR-500,ST-PROP/EXP,0.11424039786505569,0.07245175580486773,0.9417682586581235,0.9453376633778259,0.01,,A-modest
MAIN,1.5,0.7,100,rate,HT,KS-2000,ST-PROP/EXP,0.11424039786505569,0.07245175580486773,0.9297075492438416,0.9311667966573132,0.0,,A-modest
MAIN,1.5,0.7,100,rate,HT,MIS-G-10000,ST-PROP/EXP,0.11424039786505569,0.07245175580486773,0.9488479808903927,0.949050544086662,0.0,,A-modest
MAIN,1.5,0.7,100,rate,HT,MIS-G-2000,ST-PROP/EXP,0.11424039786505569,0.07245175580486773,0.9494317638779128,0.9504627321520117,0.0,,A-modest
MAIN,1.5,0.7,100,rate,HT,MIS-I-2000,ST-PROP/EXP,0.11424039786505569,0.07245175580486773,0.9326707320990412,0.9345636465733269,0.0,,A-modest
MAIN,1.5,0.7,100,rate,DIFF,COR-10000,best conventional (EXP or DIFF),0.3096321585892672,0.07987666026670615,0.9206705739879659,0.9213916693196781,0.0,,A-modest
MAIN,1.5,0.7,100,rate,DIFF,COR-2000,best conventional (EXP or DIFF),0.3096321585892672,0.07987666026670615,0.9232466089028801,0.9259698037203553,0.0,,A-modest
MAIN,1.5,0.7,100,rate,DIFF,COR-500,best conventional (EXP or DIFF),0.3096321585892672,0.07987666026670615,0.9441123422324844,0.9637718206797189,0.045,,A-modest
MAIN,1.5,0.7,100,rate,DIFF,KS-2000,best conventional (EXP or DIFF),0.3096321585892672,0.07987666026670615,0.9230490279060996,0.9260446640585392,0.0,,A-modest
MAIN,1.5,0.7,100,rate,DIFF,MIS-G-10000,best conventional (EXP or DIFF),0.3096321585892672,0.07987666026670615,0.9483287948486856,0.9486189315658751,0.0,,A-modest
MAIN,1.5,0.7,100,rate,DIFF,MIS-G-2000,best conventional (EXP or DIFF),0.3096321585892672,0.07987666026670615,0.9489635446999602,0.9501005142927658,0.0,,A-modest
MAIN,1.5,0.7,100,rate,DIFF,MIS-I-2000,best conventional (EXP or DIFF),0.3096321585892672,0.07987666026670615,0.929734577686432,0.9322831876071689,0.0,,A-modest
MAIN,1.5,0.7,400,dollars,HT,COR-10000,PPS-A/HT(fixed),0.949586125329942,0.07626295664387417,0.924087090874211,0.9245024371974041,0.0,,A-modest
MAIN,1.5,0.7,400,dollars,HT,COR-2000,PPS-A/HT(fixed),0.949586125329942,0.07626295664387417,0.925617310936903,0.9275641472168031,0.0,,A-modest
MAIN,1.5,0.7,400,dollars,HT,COR-500,PPS-A/HT(fixed),0.949586125329942,0.07626295664387417,0.9448941964574997,0.943073977666313,0.015,,A-modest
MAIN,1.5,0.7,400,dollars,HT,KS-2000,PPS-A/HT(fixed),0.949586125329942,0.07626295664387417,0.9256623659788203,0.9273322096930992,0.0,,A-modest
MAIN,1.5,0.7,400,dollars,HT,MIS-G-10000,PPS-A/HT(fixed),0.949586125329942,0.07626295664387417,0.9378360967468682,0.9380603152624608,0.0,,A-modest
MAIN,1.5,0.7,400,dollars,HT,MIS-G-2000,PPS-A/HT(fixed),0.949586125329942,0.07626295664387417,0.9382591147314133,0.9389640885947649,0.0,,A-modest
MAIN,1.5,0.7,400,dollars,HT,MIS-I-2000,PPS-A/HT(fixed),0.949586125329942,0.07626295664387417,0.9285603130345756,0.9301878394907901,0.0,,A-modest
MAIN,1.5,0.7,400,dollars,DIFF,COR-10000,best conventional (EXP or DIFF),0.9626853163445105,0.14151166033187546,0.8590163318745375,0.859661370715257,0.0,,B
MAIN,1.5,0.7,400,dollars,DIFF,COR-2000,best conventional (EXP or DIFF),0.9626853163445105,0.14151166033187546,0.8614520730977224,0.8640597666417886,0.0,,B
MAIN,1.5,0.7,400,dollars,DIFF,COR-500,best conventional (EXP or DIFF),0.9626853163445105,0.14151166033187546,0.8824469548092521,0.8995341880584071,0.02,,B
MAIN,1.5,0.7,400,dollars,DIFF,KS-2000,best conventional (EXP or DIFF),0.9626853163445105,0.14151166033187546,0.861381016352768,0.8640909939882702,0.0,,B
MAIN,1.5,0.7,400,dollars,DIFF,MIS-G-10000,best conventional (EXP or DIFF),0.9626853163445105,0.14151166033187546,0.892968907163997,0.8933131854629561,0.0,,B
MAIN,1.5,0.7,400,dollars,DIFF,MIS-G-2000,best conventional (EXP or DIFF),0.9626853163445105,0.14151166033187546,0.8935415229792063,0.8946216764657715,0.0,,B
MAIN,1.5,0.7,400,dollars,DIFF,MIS-I-2000,best conventional (EXP or DIFF),0.9626853163445105,0.14151166033187546,0.8672008480767377,0.8700001436771194,0.0,,B
MAIN,1.5,0.7,400,rate,HT,COR-10000,ST-PROP/EXP,0.11291081479416643,0.07456883644703038,0.9258015548898926,0.9261064281759266,0.0,,A-modest
MAIN,1.5,0.7,400,rate,HT,COR-2000,ST-PROP/EXP,0.11291081479416643,0.07456883644703038,0.9272811434371584,0.9289515769475205,0.0,,A-modest
MAIN,1.5,0.7,400,rate,HT,COR-500,ST-PROP/EXP,0.11291081479416643,0.07456883644703038,0.9397616195638544,0.9437197827774362,0.01,,A-modest
MAIN,1.5,0.7,400,rate,HT,KS-2000,ST-PROP/EXP,0.11291081479416643,0.07456883644703038,0.9275983280223212,0.9292136267955824,0.0,,A-modest
MAIN,1.5,0.7,400,rate,HT,MIS-G-10000,ST-PROP/EXP,0.11291081479416643,0.07456883644703038,0.9464399235225032,0.9466589882751133,0.0,,A-modest
MAIN,1.5,0.7,400,rate,HT,MIS-G-2000,ST-PROP/EXP,0.11291081479416643,0.07456883644703038,0.9470269824153654,0.9480937386673945,0.0,,A-modest
MAIN,1.5,0.7,400,rate,HT,MIS-I-2000,ST-PROP/EXP,0.11291081479416643,0.07456883644703038,0.9305399690606354,0.932546164219877,0.0,,A-modest
MAIN,1.5,0.7,400,rate,DIFF,COR-10000,best conventional (EXP or DIFF),0.3105832212680172,0.0838907948985903,0.9166140093164279,0.9173877096381831,0.0,,A-modest
MAIN,1.5,0.7,400,rate,DIFF,COR-2000,best conventional (EXP or DIFF),0.3105832212680172,0.0838907948985903,0.9191353953231781,0.9219652759485218,0.0,,A-modest
MAIN,1.5,0.7,400,rate,DIFF,COR-500,best conventional (EXP or DIFF),0.3105832212680172,0.0838907948985903,0.9401896320615809,0.9600426862729666,0.045,,A-modest
MAIN,1.5,0.7,400,rate,DIFF,KS-2000,best conventional (EXP or DIFF),0.3105832212680172,0.0838907948985903,0.9189350292414314,0.9219880748567884,0.0,,A-modest
MAIN,1.5,0.7,400,rate,DIFF,MIS-G-10000,best conventional (EXP or DIFF),0.3105832212680172,0.0838907948985903,0.9445007474426719,0.9447424458208796,0.0,,A-modest
MAIN,1.5,0.7,400,rate,DIFF,MIS-G-2000,best conventional (EXP or DIFF),0.3105832212680172,0.0838907948985903,0.9450508878776545,0.9460736151237668,0.0,,A-modest
MAIN,1.5,0.7,400,rate,DIFF,MIS-I-2000,best conventional (EXP or DIFF),0.3105832212680172,0.0838907948985903,0.9257095737640784,0.928297122531601,0.0,,A-modest
STRATCAP,0.0,0.05,100,dollars,HT,STRAT-2000,PPS-A/HT(fixed),0.7442649006622684,1.1102230246251565e-16,43.71855158502317,352.4857689177714,1.0,,A-conv
STRATCAP,0.0,0.05,100,dollars,DIFF,STRAT-2000,best conventional (EXP or DIFF),0.7442649006622684,1.1102230246251565e-16,42.533854398395476,344.70877003425085,1.0,,A-conv
STRATCAP,0.0,0.05,100,rate,HT,STRAT-2000,SRSWOR/EXP,5.0000000000105516e-05,5.0000000000105516e-05,6.634104826329904,48.56608432712305,1.0,,A
STRATCAP,0.0,0.05,100,rate,DIFF,STRAT-2000,best conventional (EXP or DIFF),5.0000000000105516e-05,5.0000000000105516e-05,6.4891130007430196,47.51781826008035,1.0,,A
STRATCAP,0.0,0.05,400,dollars,HT,STRAT-2000,PPS-A/HT(fixed),0.7550802406003463,5.551115123125783e-16,46.28733992873119,373.62236850221353,1.0,,A-conv
STRATCAP,0.0,0.05,400,dollars,DIFF,STRAT-2000,best conventional (EXP or DIFF),0.7550802406003463,5.551115123125783e-16,45.03106569660092,365.3776174865506,1.0,,A-conv
STRATCAP,0.0,0.05,400,rate,HT,STRAT-2000,SRSWOR/EXP,5.0000000000105516e-05,5.0000000000105516e-05,6.720332995697129,49.29411374095805,1.0,,A
STRATCAP,0.0,0.05,400,rate,DIFF,STRAT-2000,best conventional (EXP or DIFF),4.999999999999449e-05,4.999999999999449e-05,6.5731026298636435,48.229789280111014,1.0,,A
STRATCAP,0.0,0.25,100,dollars,HT,STRAT-2000,PPS-A/HT(fixed),0.7864470027960077,3.3306690738754696e-16,1.006867120837753,1.015268531866426,1.0,,A-conv
STRATCAP,0.0,0.25,100,dollars,DIFF,STRAT-2000,best conventional (EXP or DIFF),0.7864470027960075,0.0,1.0087783779651929,1.0201144510834013,1.0,,A-conv
STRATCAP,0.0,0.25,100,rate,HT,STRAT-2000,SRSWOR/EXP,4.9999999999661426e-05,4.9999999999661426e-05,1.0019672123919037,1.0039782111607791,0.995,,A
STRATCAP,0.0,0.25,100,rate,DIFF,STRAT-2000,best conventional (EXP or DIFF),4.999999999999449e-05,4.999999999999449e-05,1.0025844618595763,1.0050884239540825,0.995,,A
STRATCAP,0.0,0.25,400,dollars,HT,STRAT-2000,PPS-A/HT(fixed),0.7954784117247694,0.0,1.0071052306295183,1.0157812097162293,1.0,,A-conv
STRATCAP,0.0,0.25,400,dollars,DIFF,STRAT-2000,best conventional (EXP or DIFF),0.7954784117247693,-2.220446049250313e-16,1.0086306787479877,1.0197615937574858,1.0,,A-conv
STRATCAP,0.0,0.25,400,rate,HT,STRAT-2000,SRSWOR/EXP,4.999999999999449e-05,4.999999999999449e-05,1.0019907182322667,1.0040262084848377,0.995,,A
STRATCAP,0.0,0.25,400,rate,DIFF,STRAT-2000,best conventional (EXP or DIFF),4.999999999999449e-05,4.999999999999449e-05,1.0025958705991653,1.005110274870924,0.995,,A
STRATCAP,0.0,0.7,100,dollars,HT,STRAT-2000,PPS-A/HT(fixed),0.9018250809788617,0.0,1.002288773684695,1.0048641732584456,1.0,,A-conv
STRATCAP,0.0,0.7,100,dollars,DIFF,STRAT-2000,best conventional (EXP or DIFF),0.9018250809788618,1.1102230246251565e-16,1.0074714849217883,1.0153991803927294,1.0,,A-conv
STRATCAP,0.0,0.7,100,rate,HT,STRAT-2000,SRSWOR/EXP,5.000000000021654e-05,5.000000000021654e-05,1.0006886384841152,1.0012933901460823,1.0,,A
STRATCAP,0.0,0.7,100,rate,DIFF,STRAT-2000,best conventional (EXP or DIFF),5.000000000043858e-05,5.000000000043858e-05,1.0024320242133444,1.004681977634332,1.0,,A
STRATCAP,0.0,0.7,400,dollars,HT,STRAT-2000,PPS-A/HT(fixed),0.905977014465335,0.0,1.0022608752117008,1.0046838056374265,1.0,,A-conv
STRATCAP,0.0,0.7,400,dollars,DIFF,STRAT-2000,best conventional (EXP or DIFF),0.9059770144653351,3.3306690738754696e-16,1.0072817320325518,1.0149077225288425,1.0,,A-conv
STRATCAP,0.0,0.7,400,rate,HT,STRAT-2000,SRSWOR/EXP,4.9999999998662226e-05,4.9999999998662226e-05,1.0006921196500216,1.001299466185396,1.0,,A
STRATCAP,0.0,0.7,400,rate,DIFF,STRAT-2000,best conventional (EXP or DIFF),5.000000000032756e-05,5.000000000032756e-05,1.0024389562710503,1.0046961409006114,1.0,,A
STRATCAP,0.75,0.05,100,dollars,HT,STRAT-2000,PPS-A/HT(fixed),0.8978118847739035,0.19433144197374563,0.815388806593739,0.8238939983883329,0.0,,B
STRATCAP,0.75,0.05,100,dollars,DIFF,STRAT-2000,best conventional (EXP or DIFF),0.9008549610179202,0.13031739572658096,0.8735597517753086,0.8801405713523681,0.0,,B
STRATCAP,0.75,0.05,100,rate,HT,STRAT-2000,ST-PROP/EXP,0.1803511351321404,0.1402568769895146,0.867412566867266,0.8755728194667144,0.0,DEF-0.5;DEF-0.75,B
STRATCAP,0.75,0.05,100,rate,DIFF,STRAT-2000,best conventional (EXP or DIFF),0.19519484207148163,0.1357684265416682,0.8683504340775667,0.8754747351561899,0.0,DEF-0.5;DEF-0.75,B
STRATCAP,0.75,0.05,400,dollars,HT,STRAT-2000,PPS-A/HT(fixed),0.9077863854208433,0.20594763401878635,0.8045867638025874,0.8132523921670136,0.0,,B
STRATCAP,0.75,0.05,400,dollars,DIFF,STRAT-2000,best conventional (EXP or DIFF),0.9104522889188128,0.14402416726410028,0.8603679669611587,0.8675558038575546,0.0,,B
STRATCAP,0.75,0.05,400,rate,HT,STRAT-2000,ST-PROP/EXP,0.18245949751587998,0.11957931763754648,0.8884105025050004,0.8968946078578036,0.0,DEF-0.75,B
STRATCAP,0.75,0.05,400,rate,DIFF,STRAT-2000,best conventional (EXP or DIFF),0.1971289161684856,0.13537701761784604,0.8734188733230941,0.8827028865034832,0.0,DEF-0.5;DEF-0.75,B
STRATCAP,0.75,0.25,100,dollars,HT,STRAT-2000,PPS-A/HT(fixed),0.9067001253995192,0.12576984209652975,0.8761839954082481,0.878302812437864,0.0,,B
STRATCAP,0.75,0.25,100,dollars,DIFF,STRAT-2000,best conventional (EXP or DIFF),0.916883542750491,0.012542543472100043,0.9904164123339221,0.9942087559014473,0.04,,A-conv
STRATCAP,0.75,0.25,100,rate,HT,STRAT-2000,ST-PROP/EXP,0.09636633417486884,-0.036741987151440725,1.0380261216006752,1.0393759916622434,1.0,,A-conv
STRATCAP,0.75,0.25,100,rate,DIFF,STRAT-2000,best conventional (EXP or DIFF),0.14554386797377628,0.01640267755167968,0.9845006680551718,0.9862866134829255,0.0,,A-conv
STRATCAP,0.75,0.25,400,dollars,HT,STRAT-2000,PPS-A/HT(fixed),0.9104688760465214,0.11976452258330494,0.8821933890184539,0.8849240955351353,0.0,,B
STRATCAP,0.75,0.25,400,dollars,DIFF,STRAT-2000,best conventional (EXP or DIFF),0.9203111444405453,0.013273413175343918,0.9898445202271045,0.9939281108374537,0.04,,A-conv
STRATCAP,0.75,0.25,400,rate,HT,STRAT-2000,ST-PROP/EXP,0.09646339145152472,-0.03997395418930383,1.0412760247813762,1.042676612704174,1.0,,A-conv
STRATCAP,0.75,0.25,400,rate,DIFF,STRAT-2000,best conventional (EXP or DIFF),0.14576126727577887,0.016652934251043527,0.9862441206580109,0.9892422821547932,0.0,,A-conv
STRATCAP,0.75,0.7,100,dollars,HT,STRAT-2000,PPS-A/HT(fixed),0.9527560915453607,0.03686888641270358,0.9639800938534134,0.9648085409917654,0.0,,A-conv
STRATCAP,0.75,0.7,100,dollars,DIFF,STRAT-2000,best conventional (EXP or DIFF),0.9615568642774996,0.11100369531160614,34.44715916189282,145.19903605746654,0.25,,A-info
STRATCAP,0.75,0.7,100,rate,HT,STRAT-2000,ST-PROP/EXP,0.020854948923913597,-0.050633805218078365,1.0509970272283236,1.051407031125164,1.0,,A
STRATCAP,0.75,0.7,100,rate,DIFF,STRAT-2000,best conventional (EXP or DIFF),0.09416644493909532,0.028030265993853942,4.379579873305209,15.520817629353957,0.245,,A-conv
STRATCAP,0.75,0.7,400,dollars,HT,STRAT-2000,PPS-A/HT(fixed),0.9532698746902714,0.033073381750117425,0.9677850401969149,0.9686726195240151,0.0,,A-conv
STRATCAP,0.75,0.7,400,dollars,DIFF,STRAT-2000,best conventional (EXP or DIFF),0.9621274733026655,0.11401536227264852,35.35999774240576,149.12978454558208,0.25,,A-info
STRATCAP,0.75,0.7,400,rate,HT,STRAT-2000,ST-PROP/EXP,0.020468322423910834,-0.04447435508290121,1.0448397900407578,1.045247457712941,1.0,,A
STRATCAP,0.75,0.7,400,rate,DIFF,STRAT-2000,best conventional (EXP or DIFF),0.09464649593396679,0.03402929388824372,4.40380724030994,15.644497559837339,0.235,,A-conv
STRATCAP,1.5,0.05,100,dollars,HT,STRAT-2000,ST-EQD/EXP,0.9465385179091114,0.3384054091788735,0.6704926604410016,0.6787998958620783,0.0,DEF-0.75,B
STRATCAP,1.5,0.05,100,dollars,DIFF,STRAT-2000,best conventional (EXP or DIFF),0.9540399966822739,0.24302885782774097,0.7622936286032495,0.7702263747698688,0.0,DEF-0.75,B
STRATCAP,1.5,0.05,100,rate,HT,STRAT-2000,ST-EQD/EXP,0.5503193942743285,0.05147938730741064,0.9718623415879404,1.0062913354892125,0.11,,A-modest
STRATCAP,1.5,0.05,100,rate,DIFF,STRAT-2000,best conventional (EXP or DIFF),0.5931927881978456,0.1419131248418991,0.8806379300494994,0.9109840706168754,0.0,DEF-0.75,B
STRATCAP,1.5,0.05,400,dollars,HT,STRAT-2000,ST-EQD/EXP,0.9527710917211072,0.36417596893939297,0.6456394827822713,0.6575789686469098,0.0,DEF-0.75,B
STRATCAP,1.5,0.05,400,dollars,DIFF,STRAT-2000,best conventional (EXP or DIFF),0.9593201896126844,0.26898985847053136,0.7370044842898398,0.7457504811226745,0.0,DEF-0.75,B
STRATCAP,1.5,0.05,400,rate,HT,STRAT-2000,ST-EQD/EXP,0.5557664085400624,0.05630557817721449,0.9676244136352214,1.0030917424425685,0.105,,A-modest
STRATCAP,1.5,0.05,400,rate,DIFF,STRAT-2000,best conventional (EXP or DIFF),0.5975683597706205,0.1451063103954654,0.8778033471651915,0.9088549067909001,0.0,DEF-0.75,B
STRATCAP,1.5,0.25,100,dollars,HT,STRAT-2000,ST-EQD/EXP,0.9393575866968371,0.08652294484366219,0.9913987440220482,1.2625188655469073,0.22,,A-modest
STRATCAP,1.5,0.25,100,dollars,DIFF,STRAT-2000,best conventional (EXP or DIFF),0.9612038241167228,0.11350065255049291,1.0138532295618041,1.438338137375928,0.22,,A-info
STRATCAP,1.5,0.25,100,rate,HT,STRAT-2000,ST-PROP/EXP,0.2659261831987618,-0.15948803205301387,1.2530361802970675,1.5794461416750745,1.0,,A-conv
STRATCAP,1.5,0.25,100,rate,DIFF,STRAT-2000,best conventional (EXP or DIFF),0.4051223323952883,0.06037578192216653,1.0833138858081832,1.5794461416750747,0.22,,A-modest
STRATCAP,1.5,0.25,400,dollars,HT,STRAT-2000,ST-EQD/EXP,0.940383427939669,0.06308997157535101,1.0121094374700987,1.2741560102371832,0.22,,A-modest
STRATCAP,1.5,0.25,400,dollars,DIFF,STRAT-2000,best conventional (EXP or DIFF),0.9620459528584214,0.11729170118780463,1.010701572931834,1.4364148860686359,0.22,,A-info
STRATCAP,1.5,0.25,400,rate,HT,STRAT-2000,ST-PROP/EXP,0.2659955029338523,-0.15565921997435428,1.2489282049945623,1.5743792328689425,1.0,,A-conv
STRATCAP,1.5,0.25,400,rate,DIFF,STRAT-2000,best conventional (EXP or DIFF),0.4057208168517583,0.06267580511015691,1.079429217967669,1.5743792328689425,0.22,,A-modest
STRATCAP,1.5,0.7,100,dollars,HT,STRAT-2000,PPS-A/HT(fixed),0.9652748743402031,0.07542125016188395,0.9474829518737465,0.9999999999999999,0.0,,A-modest
STRATCAP,1.5,0.7,100,dollars,DIFF,STRAT-2000,best conventional (EXP or DIFF),0.9812281000134866,0.25777034305524693,11.345600395737215,12.977526324123266,0.65,,A-info
STRATCAP,1.5,0.7,100,rate,HT,STRAT-2000,ST-PROP/EXP,0.04480973122263965,-0.11211654005712712,1.1279052941136034,1.1642297567096842,1.0,,A
STRATCAP,1.5,0.7,100,rate,DIFF,STRAT-2000,best conventional (EXP or DIFF),0.2249026194190068,0.0975634433520437,2.2774708378265958,1.8233790456803574,0.935,,A-modest
STRATCAP,1.5,0.7,400,dollars,HT,STRAT-2000,PPS-A/HT(fixed),0.965200306910825,0.07052042971459094,0.9508831362328419,1.0,0.0,,A-modest
STRATCAP,1.5,0.7,400,dollars,DIFF,STRAT-2000,best conventional (EXP or DIFF),0.9813278511980154,0.261714445012204,11.53929466655072,13.252516605519265,0.645,,A-info
STRATCAP,1.5,0.7,400,rate,HT,STRAT-2000,ST-PROP/EXP,0.043977924140522706,-0.1040571891836195,1.1194316970509812,1.1547871269935341,1.0,,A
STRATCAP,1.5,0.7,400,rate,DIFF,STRAT-2000,best conventional (EXP or DIFF),0.2262856710077632,0.10605860899066988,2.2778057537879444,1.8209627293059412,0.935,,A-info
