scenario,dgp,sigma,prevalence,n,estimand,design,R,true_total,bias,rel_bias,mc_se_bias,emp_var,rmse,mean_var_hat,cov_lb90,cov_lb90_lo,cov_lb90_hi,cov_2s95,mean_lb_shortfall,mean_width95,mean_size,sd_size,zero_error_freq,var_estimator
S4,MAIN,1.5,0.05,400,dollars,DEF-0.5(COR-2000)/HT,10000,839081.9501959048,200.29522146005183,0.0002387075796509362,1323.4214174102394,17514442480.601273,132335.67604591345,17782473801.826443,0.9257,0.920394647453256,0.9306784043231733,0.9401,169545.2829042401,519206.91856035026,399.8323,19.482755880778264,0.0,
S4,MAIN,1.5,0.05,400,dollars,EQ-P/DIFF(COR-2000),10000,839081.9501959048,-812.3048094951082,-0.0009680875739317896,2569.9350106492525,66045659589.607735,256981.93489572825,65950248741.0839,0.9222,0.9167863852995854,0.9272893545641885,0.9424,313760.3060973856,957225.3322438997,399.8519,19.78848064885225,0.0,
S4,MAIN,1.5,0.05,400,dollars,RA-EST/DIFF(COR-2000),10000,839081.9501959048,793.1893217755714,0.0009453061427318051,1006.8415597475868,10137299264.349531,100682.24611977664,10183309081.438076,0.9219,0.9164772535343857,0.926998716736875,0.9429,127281.0290330586,391745.2283192697,399.9045,18.75003945995848,0.0,
S4,MAIN,1.5,0.05,400,dollars,DEF-0.5/DIFF(COR-2000),10000,839081.9501959048,531.7414864251623,0.0006337181800907692,1195.9093738427052,14301992304.448513,119586.13989182214,14437506808.596676,0.9186,0.9130782819262843,0.9238002228273295,0.9439,152411.09171160823,467811.75696863554,399.879,19.570865054973936,0.0,
S4,MAIN,1.5,0.05,400,dollars,RA-EST(MIS-G-2000)/HT,10000,839081.9501959048,458.0221540229395,0.0005458610495863994,1188.0842797899593,14115442558.840261,118803.37031784053,14196431145.0753,0.9237,0.9183323900982483,0.9287421977280923,0.944,151267.71306715766,464088.9755146181,400.0429,18.654866914293436,0.0,
S4,MAIN,1.5,0.05,400,dollars,DEF-0.5(MIS-G-2000)/HT,10000,839081.9501959048,-598.7638120384654,-0.0007135939605168112,1423.867655326265,20273990998.84316,142380.90503240202,20300532086.390926,0.9246,0.9192602742440399,0.9296136223598406,0.9385,182171.4116697628,555382.8030750874,399.8824,19.551372592224823,0.0,
S4,MAIN,1.5,0.05,400,dollars,SRSWOR/EXP,10000,839081.9501959048,-933.3905114914523,-0.0011123949350519682,3132.007324790952,98094698825.44179,313186.4629472452,97369235579.2356,0.9577,0.9535761353393509,0.9614723396385015,0.8646,370311.0153056508,1129828.6557573655,400.0,0.0,0.0,
S4,MAIN,1.5,0.05,400,dollars,SRSWOR/DIFF(COR-2000),10000,839081.9501959048,-412.1792915900005,-0.0004912265023622149,2597.319217831711,67460671193.17929,259719.26193070158,66277466030.88571,0.9189,0.913387169489392,0.9240911048567353,0.9359,314333.05137319205,960201.0872092884,400.0,0.0,0.0,
S4,MAIN,1.5,0.05,400,dollars,ST-PROP/EXP,10000,839081.9501959048,-437.78571547730826,-0.0005217436930625145,3002.809325229736,90168638436.86661,300266.2372451415,87582147487.39728,0.9462,0.9416039807851497,0.9504533264796915,0.87,355275.53148744913,1085355.0036793128,400.0,0.0,0.0,
S4,MAIN,1.5,0.05,400,dollars,ST-EQD/EXP,10000,839081.9501959048,-1694.3792096331017,-0.0020193250602488903,1413.3145003060108,19974578767.752293,141334.54011946815,20139111373.84967,0.9242,0.9188478549335571,0.9292263488803058,0.9404,182674.33428302465,553569.9122911022,400.0,0.0,0.0,
S5,MAIN,1.5,0.25,100,rate,EQ-P/HT,10000,5024.0,1.319999999999709,0.0002627388535031268,9.87417032889186,974992.396839684,987.3685431489096,1000038.68,0.9287,0.9234900799009046,0.9335806678006583,0.9367,1273.9699238971873,3900.77526006241,100.1274,9.965539084264334,0.0,
S5,MAIN,1.5,0.25,100,rate,PPS-A/HT,10000,5024.0,6.49648486911974,0.0012930901411464452,15.899741007526057,2528017.6410640567,1589.907872681812,2482461.2791491514,0.9609,0.9569204921529295,0.9645255251450651,0.8794,1790.0022620489,5495.015474830874,100.0665,9.794134864805569,0.0,
S5,MAIN,1.5,0.25,100,rate,RA-OR/HT,10000,5024.0,-5.808443434326364,-0.0011561392186159164,8.927029040789934,796918.4749510685,892.6771651155323,810178.491177088,0.9251,0.919775858190593,0.9300976544008099,0.9407,1150.4361981890086,3501.1141733821214,100.1002,9.978625153797491,0.0,
S5,MAIN,1.5,0.25,100,rate,RA-EST(COR-2000)/HT,10000,5024.0,-6.527470261217786,-0.0012992576156882537,8.965934065506904,803879.7366701715,896.5723376083581,811434.0262679509,0.9259,0.9206009321739549,0.9308719659974835,0.9404,1151.844346910641,3503.222015362051,100.0867,9.991395453589053,0.0,
S5,MAIN,1.5,0.25,100,rate,DEF-0.5(COR-2000)/HT,10000,5024.0,-4.093442536280236,-0.0008147775748965437,9.23924997817383,853637.4015918514,923.8878688041585,858422.180086901,0.9226,0.9171985966319105,0.927676836021881,0.9394,1185.6512236687715,3614.0733762650134,100.1185,9.981906518796897,0.0,
S5,MAIN,1.5,0.25,100,rate,EQ-P/DIFF(COR-2000),10000,5024.0,-3.4914093373208743,-0.0006949461260590912,7.414937169657099,549812.9322996244,741.4648615717101,549949.2163714342,0.9091,0.9033074420098338,0.9145783589808575,0.9466,949.9746832684133,2895.042507456467,100.1274,9.965539084264334,0.0,
S5,MAIN,1.5,0.25,100,rate,RA-EST/DIFF(COR-2000),10000,5024.0,-8.99279346422827,-0.001789966851956264,7.005353132065282,490749.7250493685,700.5580064571054,494180.7350849328,0.92,0.9145199431631448,0.9251574863555314,0.9475,902.9637072141504,2734.4210584794164,100.1257,9.941986698341534,0.0,
S5,MAIN,1.5,0.25,100,rate,DEF-0.5/DIFF(COR-2000),10000,5024.0,-6.968153942465506,-0.001386973316573548,7.109869046259804,505502.378549633,710.9855015970044,510135.1761363005,0.9135,0.9078304018288528,0.9188520198520342,0.9479,917.9674154302204,2786.506279518795,100.0871,9.949689120269035,0.0,
S5,MAIN,1.5,0.25,100,rate,RA-EST(MIS-G-2000)/HT,10000,5024.0,-4.586409354222269,-0.0009128999510792733,9.182304235321968,843147.1107001175,918.1959655432014,846348.2484134221,0.9224,0.9169924858585595,0.9274831004002232,0.9396,1175.8695446226002,3582.6459465946227,100.1064,9.931710781129302,0.0,
S5,MAIN,1.5,0.25,100,rate,DEF-0.5(MIS-G-2000)/HT,10000,5024.0,-9.278660621661402,-0.0018468671619548968,9.390298212550611,881777.0052063119,939.0287115145752,890016.6116378224,0.9226,0.9171985966319105,0.927676836021881,0.942,1212.4277441673762,3680.115471248913,100.0581,9.991822876232344,0.0,
S5,MAIN,1.5,0.25,100,rate,SRSWOR/EXP,10000,5024.0,4.819999999999709,0.0009593949044585407,8.651475340227023,748480.2556255627,865.1177029745721,749154.2341414142,0.9258,0.9204977884556843,0.9307751865182495,0.9487,1102.5072899413246,3387.0218971033783,100.0,0.0,0.0,
S5,MAIN,1.5,0.25,100,rate,SRSWOR/DIFF(COR-2000),10000,5024.0,2.709031441922889,0.0005392180417840146,7.344851739514268,539468.4707544576,734.4534449226414,551180.7493858899,0.9141,0.9084474930204128,0.919434467845501,0.947,945.8623948567372,2901.4296143738898,100.0,0.0,0.0,
S5,MAIN,1.5,0.25,100,rate,ST-PROP/EXP,10000,5024.0,7.545858782894356,0.0015019623373595454,8.484300171344978,719833.4939748443,848.4211516754036,719099.2131185957,0.9082,0.9023827910074746,0.9137037012056768,0.9471,1077.0113872873144,3317.374343132628,100.0,0.0,0.0,
S5,MAIN,1.5,0.25,100,rate,ST-EQD/EXP,10000,5024.0,-6.603820000000269,-0.0013144546178344484,11.856127414719706,1405677.5727406817,1185.571851648815,1438390.9007791055,0.9305,0.9253485698370358,0.935320795419607,0.9173,1521.6136407113215,4634.0151495298305,100.0,0.0,0.0,
S5,MAIN,1.5,0.25,100,rate,CPS-RA-OR/HT,10000,5024.0,4.48262222336416,0.0008922416845868153,7.546108722550993,569437.5685256016,754.5864553984167,565062.6483767505,0.9145,0.9088589315597084,0.919822722096223,0.9426,952.4757444299466,2927.0830511571635,100.0,0.0,,Deville approx
S5,MAIN,1.5,0.25,100,rate,CPS-RA-EST(COR-2000)/HT,10000,5024.0,-0.556107211113158,-0.00011069012960054896,7.511191259879323,564179.9414248754,751.0817749659242,563750.5528243356,0.9166,0.9110195764819595,0.9218604643215653,0.9447,956.1624006767939,2922.94741616055,100.0,0.0,,Deville approx
S5,MAIN,1.5,0.25,100,dollars,EQ-P/HT,10000,3837470.446764583,-4459.124644699041,-0.0011619958268235218,13480.730358310806,1817300909934.826,1348013.005737122,1812436883133.1812,0.9567,0.9525323143049796,0.9605169286978282,0.8707,1585133.611670416,4834866.031372207,100.0068,9.860190351103775,0.0,
S5,MAIN,1.5,0.25,100,dollars,PPS-A/HT,10000,3837470.446764583,-14.186220782343298,-3.6967635266882303e-06,6128.651553609644,375603698655.61896,612834.5115012717,381899262532.0801,0.9273,0.9220452322531294,0.9322265906833713,0.9417,789424.1053566028,2414596.5751871867,99.917,9.868632681379928,0.0,
S5,MAIN,1.5,0.25,100,dollars,RA-OR/HT,10000,3837470.446764583,2022.7479698029347,0.0005271045074779241,5818.237569282459,338518884126.0985,581798.181285431,336464795268.2,0.9217,0.9162711783543365,0.9268049455219152,0.9402,738005.183725282,2263550.1101505333,99.9502,9.845340012411963,0.0,
S5,MAIN,1.5,0.25,100,dollars,RA-EST(COR-2000)/HT,10000,3837470.446764583,2524.83112673508,0.0006579415168822461,5836.753750397947,340676943427.845,583651.6516773689,337068539709.4371,0.9191,0.9135931065444465,0.9242850141966896,0.9409,738043.4177195511,2265202.7976974947,99.9626,9.832761628352433,0.0,
S5,MAIN,1.5,0.25,100,dollars,DEF-0.5(COR-2000)/HT,10000,3837470.446764583,-2076.3735095802695,-0.0005410786971221849,6749.072307191796,455499770077.0319,674876.6786806132,457797810539.4114,0.9257,0.920394647453256,0.9306784043231733,0.9395,864769.5648311775,2638750.761433031,99.9676,9.880341605430452,0.0,
S5,MAIN,1.5,0.25,100,dollars,EQ-P/DIFF(COR-2000),10000,3837470.446764583,3369.4678474627435,0.0008780439860595102,8606.191756969047,740665365577.2197,860582.7399815994,744927692758.4554,0.893,0.8867897471445916,0.898908419047884,0.9587,1033538.353993635,3171627.3316443423,100.0068,9.860190351103775,0.0,
S5,MAIN,1.5,0.25,100,dollars,RA-EST/DIFF(COR-2000),10000,3837470.446764583,2445.4232659325935,0.0006372487553602815,4145.960930021774,171889920332.67017,414582.57492999686,168928488669.61725,0.9061,0.9002259083744245,0.9116621966911335,0.9491,522009.25181220396,1604168.4194580007,99.9211,9.854667665121944,0.0,
S5,MAIN,1.5,0.25,100,dollars,DEF-0.5/DIFF(COR-2000),10000,3837470.446764583,2960.996545519214,0.000771601133245382,4756.954633849462,226286173885.01865,475680.89384394314,224589333564.21356,0.901,0.8949913340952089,0.9067006878976223,0.9486,601397.8031113052,1848574.0455771163,99.9456,9.880599204501719,0.0,
S5,MAIN,1.5,0.25,100,dollars,RA-EST(MIS-G-2000)/HT,10000,3837470.446764583,-932.388981800992,-0.00024296968399772312,5880.498583025539,345802635849.6537,588021.1942908879,345981714063.70264,0.9222,0.9167863852995854,0.9272893545641885,0.9446,751695.776663824,2296387.0363542344,99.9342,9.838245288668096,0.0,
S5,MAIN,1.5,0.25,100,dollars,DEF-0.5(MIS-G-2000)/HT,10000,3837470.446764583,-3447.58913340047,-0.0008984014811911252,6826.409357196032,465998647120.1355,682615.5089992142,469349744041.9038,0.9275,0.9222516051952467,0.9324200641362628,0.9416,877021.0758156558,2672030.713050092,99.9243,9.859613050723643,0.0,
S5,MAIN,1.5,0.25,100,dollars,SRSWOR/EXP,10000,3837470.446764583,23506.904235342517,0.006125624825374609,12984.844996143955,1686061995738.8467,1298632.3436931649,1683967277045.2463,0.9558,0.9515933711641446,0.9596565630611235,0.8738,1495560.799480165,4646427.142547531,100.0,0.0,0.0,
S5,MAIN,1.5,0.25,100,dollars,SRSWOR/DIFF(COR-2000),10000,3837470.446764583,20218.48777006846,0.005268701883323924,8721.002238018804,760558800355.2899,872290.9673514697,753042500937.1886,0.8832,0.8767571716179136,0.889348521219126,0.955,1022541.1929958042,3189526.623477044,100.0,0.0,0.0,
S5,MAIN,1.5,0.25,100,dollars,ST-PROP/EXP,10000,3837470.446764583,6519.161117065698,0.001698817282765547,10833.14376769252,1173570038914.9524,1083279.8259788333,1161537145638.632,0.8823,0.875836548538533,0.8884698355209667,0.8468,1250385.2606708724,3844538.862026408,100.0,0.0,0.0,
S5,MAIN,1.5,0.25,100,dollars,ST-EQD/EXP,10000,3837470.446764583,8120.487091444433,0.0021161041378939902,5375.001393812018,288906399834.8114,537534.604937608,288712569198.8999,0.9094,0.9036156959651223,0.9148698746180823,0.9453,677483.7758126953,2097082.4726326312,100.0,0.0,0.0,
S5,MAIN,1.5,0.25,100,dollars,CPS-RA-OR/HT,10000,3837470.446764583,-2612.759752953425,-0.000680854690400619,4402.622736162974,193830869569.79156,440248.01305214455,194396034996.717,0.908,0.9021773354352475,0.913509310382895,0.9463,566052.9516467849,1723414.8250366524,100.0,0.0,,Deville approx
S5,MAIN,1.5,0.25,100,dollars,CPS-RA-EST(COR-2000)/HT,10000,3837470.446764583,-1090.3152140625753,-0.00028412341650261647,4474.440641366934,200206190531.16135,447423.0198585833,194667832047.16992,0.9029,0.8969408931741754,0.9085496695712403,0.9427,564810.3000309016,1724270.6377358322,100.0,0.0,,Deville approx
S6,MAIN,1.5,0.7,100,rate,EQ-P/HT,10000,13943.0,-20.76000000000022,-0.0014889191709101498,16.43707869408672,2701775.5599559955,1643.7567824955127,2770525.76,0.9224,0.9169924858585595,0.9274831004002232,0.9451,2150.155052724909,6513.257405175158,99.9228,9.861705742922975,0.0,
S6,MAIN,1.5,0.7,100,rate,PPS-A/HT,10000,13943.0,-12.34102442657968,-0.0008851053881216151,30.263065584644142,9158531.385804728,3026.180403338513,8957411.588410132,0.947,0.9424347789400533,0.9512219139048232,0.9021,3585.7907625847606,10930.23952474018,99.8356,9.885847087629871,0.0,
S6,MAIN,1.5,0.7,100,rate,RA-OR/HT,10000,13943.0,-17.655251083067924,-0.0012662447882857294,16.2380405266029,2636739.601435982,1623.8188431492736,2677044.165160839,0.9158,0.9101963551947828,0.9210843000287064,0.948,2110.3778012310395,6401.085899624847,99.9382,9.928725031946449,0.0,
S6,MAIN,1.5,0.7,100,rate,RA-EST(COR-2000)/HT,10000,13943.0,-16.21295096770882,-0.0011628021923337029,16.24436148316686,2638792.7999579497,1624.4358345151818,2678815.936320592,0.9158,0.9101963551947828,0.9210843000287064,0.9475,2109.5951846479593,6403.103697424365,99.9414,9.928140109809087,0.0,
S6,MAIN,1.5,0.7,100,rate,DEF-0.5(COR-2000)/HT,10000,13943.0,-17.649429409697404,-0.0012658272545146242,16.34308342025849,2670963.75681528,1634.3219275277702,2703489.4115342996,0.916,0.9104021467376803,0.921278354880818,0.9477,2121.087531744114,6433.861945356516,99.9436,9.934576943181828,0.0,
S6,MAIN,1.5,0.7,100,rate,EQ-P/DIFF(COR-2000),10000,13943.0,-3.007669192404137,-0.00021571176880184588,8.015278157653064,642446.8394455031,801.4933816542277,635428.1270299322,0.893,0.8867897471445916,0.898908419047884,0.9478,1021.1734657487557,3114.300423320009,99.9228,9.861705742922975,0.0,
S6,MAIN,1.5,0.7,100,rate,RA-EST/DIFF(COR-2000),10000,13943.0,-8.388987907164847,-0.0006016630500727853,7.616521801494746,580114.0435264477,761.6602964840702,581804.4173367254,0.8898,0.8835121429359003,0.8957884809364329,0.9512,980.5829027151315,2973.684571487187,99.9361,9.82229182981243,0.0,
S6,MAIN,1.5,0.7,100,rate,DEF-0.5/DIFF(COR-2000),10000,13943.0,-3.519187524661902,-0.00025239815854994637,7.751244380891875,600817.8945230786,775.0936700905639,599310.7009202982,0.8926,0.8863799552020445,0.8985185182004131,0.9473,991.9660090375431,3023.3979230871796,99.9462,9.881816915932008,0.0,
S6,MAIN,1.5,0.7,100,rate,RA-EST(MIS-G-2000)/HT,10000,13943.0,-16.600619303048006,-0.0011906059888867537,16.235459481867203,2635901.4458735166,1623.5496408456913,2691710.654690594,0.9182,0.9126664653094795,0.9234123466541165,0.9482,2115.1957693579398,6419.048632647267,99.9421,9.904885036687705,0.0,
S6,MAIN,1.5,0.7,100,rate,DEF-0.5(MIS-G-2000)/HT,10000,13943.0,-22.8213779685193,-0.0016367623874717996,16.31413989592863,2661511.6054393016,1631.4920378509787,2713510.2555837967,0.9175,0.9119458775509496,0.9227334720301154,0.9491,2130.1843845150265,6445.86719134939,99.9119,9.905197544218893,0.0,
S6,MAIN,1.5,0.7,100,rate,SRSWOR/EXP,10000,13943.0,-8.8799999999992,-0.0006368787205048554,9.179194317631154,842576.0832083208,917.9164885761668,841028.3531313131,0.8966,0.890479083320153,0.9024163179824825,0.9365,1183.0160555334185,3591.372276647316,100.0,0.0,0.0,
S6,MAIN,1.5,0.7,100,rate,SRSWOR/DIFF(COR-2000),10000,13943.0,-3.1081880048895982,-0.0002229210359958114,7.926696842626467,628325.228349044,792.6361439266335,635009.2377629603,0.8909,0.884638632129783,0.8968611469150991,0.9482,1022.1908778525766,3117.104957881075,100.0,0.0,0.0,
S6,MAIN,1.5,0.7,100,rate,ST-PROP/EXP,10000,13943.0,-9.13572299342195,-0.0006552193210515636,8.93561962256003,798452.9803907983,893.5639856928948,801759.9945134803,0.8871,0.8807479363668853,0.8931547611728279,0.9435,1155.3942829744515,3506.1023761128977,100.0,0.0,0.0,
S6,MAIN,1.5,0.7,100,rate,ST-EQD/EXP,10000,13943.0,5.957634999998845,0.00042728501757145846,14.229644716521264,2024827.887584215,1422.9057938634762,2036637.43360675,0.8797,0.8731776319580089,0.8859307489663752,0.9322,1818.4338195253902,5580.331905026206,100.0,0.0,0.0,
S6,MAIN,1.5,0.7,100,rate,CPS-RA-OR/HT,10000,13943.0,14.579211256916096,0.0010456294382067057,8.58858637548852,737638.1592922704,858.9394326011673,745238.6350102937,0.8868,0.8804408724251872,0.8928620555220127,0.9446,1089.5003277885326,3377.0878843678547,100.0,0.0,,Deville approx
S6,MAIN,1.5,0.7,100,rate,CPS-RA-EST(COR-2000)/HT,10000,13943.0,2.151254802905896,0.00015428923494985986,8.60513914478309,740484.1970107823,860.4735768681733,746786.7110188084,0.8891,0.8827953867271283,0.8951057747626736,0.9487,1102.92330183626,3380.131380548732,100.0,0.0,,Deville approx
S6,MAIN,1.5,0.7,100,dollars,EQ-P/HT,10000,8324461.167922506,-11216.617410560139,-0.0013474286424426211,18441.628918109476,3400936771532.517,1844104.7937580713,3378643529520.2354,0.9453,0.9406696580481485,0.9495883404391526,0.9052,2248643.404472922,6843697.96516749,100.032,10.104255341191651,0.0,
S6,MAIN,1.5,0.7,100,dollars,PPS-A/HT,10000,8324461.167922506,-9133.594643912278,-0.0010971995015254187,9203.102183096384,846970897925.1343,920309.5258588064,830458623212.9121,0.9081,0.9022800622068817,0.9136065068087652,0.9481,1175206.1834750932,3566708.260384797,99.9168,10.027216850153387,0.0,
S6,MAIN,1.5,0.7,100,dollars,RA-OR/HT,10000,8324461.167922506,-9874.737990078516,-0.0011862314918507698,9143.941891972232,836116733237.6475,914401.7891576417,818542052306.5317,0.9151,0.909476156551318,0.9204050362896402,0.9458,1167465.3559204713,3540764.1502445326,99.9011,10.020614691225285,0.0,
S6,MAIN,1.5,0.7,100,dollars,RA-EST(COR-2000)/HT,10000,8324461.167922506,-9044.914338368922,-0.0010865465230617702,9143.503269759594,836036520441.044,914349.3464012473,819035450120.3896,0.9127,0.9070077367590588,0.9180752993417927,0.946,1166961.2795638242,3541760.5252380143,99.9103,10.02131996844727,0.0,
S6,MAIN,1.5,0.7,100,dollars,DEF-0.5(COR-2000)/HT,10000,8324461.167922506,-7168.751163096167,-0.0008611669894887907,10413.067728919288,1084319795270.603,1041279.3833954048,1063178738099.978,0.9138,0.9081389374687758,0.9191432538046245,0.9432,1325337.0957249913,4031929.030969899,99.9908,10.067418505257443,0.0,
S6,MAIN,1.5,0.7,100,dollars,EQ-P/DIFF(COR-2000),10000,8324461.167922506,1779.8122334601358,0.0002138050977183325,5801.25617558364,336545732147.47314,580099.3408941651,336419218776.73303,0.8103,0.8024969448896353,0.8178647369666627,0.9152,661079.4880590236,2027511.6356142834,100.032,10.104255341191651,0.0,
S6,MAIN,1.5,0.7,100,dollars,RA-EST/DIFF(COR-2000),10000,8324461.167922506,-4307.333047009073,-0.0005174308534955942,3267.440914469812,106761701295.51321,326756.1449205837,105980568198.11998,0.8732,0.8665344878229928,0.8795788852636022,0.9421,417731.5878197512,1264555.6706031517,100.0192,10.059922035483178,0.0,
S6,MAIN,1.5,0.7,100,dollars,DEF-0.5/DIFF(COR-2000),10000,8324461.167922506,-1465.2946357093751,-0.0001760227606509529,3646.677523399346,132982569596.65987,364652.4625284596,131083703481.83955,0.8645,0.8576516209378832,0.8710684339658251,0.9369,458639.5305983599,1398375.3151058464,99.9725,10.033471171533808,0.0,
S6,MAIN,1.5,0.7,100,dollars,RA-EST(MIS-G-2000)/HT,10000,8324461.167922506,-10228.81738565024,-0.0012287663044265235,9149.524052077688,837137903795.4812,914963.8346460534,820233757576.0802,0.9136,0.9079332448355436,0.9189491000428477,0.9452,1169039.3898882724,3544495.669269797,99.9067,10.035955116978155,0.0,
